Product_Name,Product_Subcategory,Product_size,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Product_Weight,Product_price,desc
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg,58554,"Asus , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.37kg, Price ₹58554"
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,79866,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.29kg, Price ₹79866"
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,93186,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,2.06kg, Price ₹93186"
Dell,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Intel HD Graphics 505,Windows 10,1.63kg,39640,"Dell , Netbook, 4GB RAM, 128GB SSD, Intel Pentium Quad Core N4200 1.1GHz, Intel HD Graphics 505,1.63kg, Price ₹39640"
HP,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,74005,"HP , Netbook, 8GB RAM, 256GB SSD, Intel Core i5 7300U 2.6GHz, Intel HD Graphics 620,1.26kg, Price ₹74005"
Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,41558,"Toshiba , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.1kg, Price ₹41558"
HP,Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8GB,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04kg,33513,"HP , Notebook, 8GB RAM, 2TB HDD, AMD A12-Series 9700P 2.5GHz, AMD Radeon R7 Graphics,2.04kg, Price ₹33513"
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,89457,"Dell , Gaming, 16GB RAM, 512GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.62kg, Price ₹89457"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4kg,32447,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 920M,2.4kg, Price ₹32447"
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,AMD Radeon RX 580,Windows 10,3.74kg,93186,"HP , Gaming, 12GB RAM, 1TB HDD, Intel Core i7 7700HQ 2.8GHz, AMD Radeon RX 580,3.74kg, Price ₹93186"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,128671,"MSI , Gaming, 16GB RAM, 512GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,2.9kg, Price ₹128671"
Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,79866,"Samsung , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,0.81kg, Price ₹79866"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg,51202,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce GT 940MX,1.98kg, Price ₹51202"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg,42081,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, AMD Radeon R5 M420,2.18kg, Price ₹42081"
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,99047,"Lenovo , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.32kg, Price ₹99047"
Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,95850,"Razer , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 7500U 2.5GHz, Intel HD Graphics 620,1.29kg, Price ₹95850"
HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23kg,20512,"HP , Netbook, 4GB RAM, 16GB Flash Storage, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.23kg, Price ₹20512"
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36kg,133467,"Dell , Gaming, 16GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,4.36kg, Price ₹133467"
Dell,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,40226,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.76kg, Price ₹40226"
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,26101,"Lenovo , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,2.1kg, Price ₹26101"
Toshiba,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,58075,"Toshiba , Ultrabook, 4GB RAM, 128GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.25kg, Price ₹58075"
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg,133146,"Lenovo , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.13kg, Price ₹133146"
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,63882,"MSI , Gaming, 8GB RAM, 256GB SSD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,2.4kg, Price ₹63882"
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg,99900,"Lenovo , Ultrabook, 8GB RAM, 256GB Flash Storage, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.13kg, Price ₹99900"
Toshiba,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 510,Windows 10,1.75kg,26586,"Toshiba , Notebook, 4GB RAM, 128GB SSD, Intel Pentium Dual Core 4405U 2.1GHz, Intel HD Graphics 510,1.75kg, Price ₹26586"
Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,72354,"Asus , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.1kg, Price ₹72354"
Dell,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg,31168,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,1.76kg, Price ₹31168"
Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35kg,18914,"Acer , Netbook, 4GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.35kg, Price ₹18914"
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,32980,"Acer , Notebook, 8GB RAM, 128GB SSD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,1.5kg, Price ₹32980"
Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,292986,"Razer , Gaming, 32GB RAM, 512GB SSD, Intel Core i7 7820HK 2.9GHz, Nvidia GeForce GTX 1080,3.49kg, Price ₹292986"
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.1kg,111834,"Lenovo , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 6600U 2.6GHz, Intel HD Graphics 520,1.1kg, Price ₹111834"
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920,Linux,2.1kg,27652,"Asus , Notebook, 4GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 920,2.1kg, Price ₹27652"
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.7kg,63190,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.7kg, Price ₹63190"
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,87912,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7300U 2.6GHz, Intel HD Graphics 620,1.32kg, Price ₹87912"
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21kg,147832,"Dell , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,3.21kg, Price ₹147832"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,128884,"Asus , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,2.9kg, Price ₹128884"
Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg,35644,"Toshiba , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,2.0kg, Price ₹35644"
Lenovo,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5kg,17316,"Lenovo , Notebook, 4GB RAM, 16GB Flash Storage, Intel Celeron Quad Core N3160 1.6GHz, Intel HD Graphics 400,1.5kg, Price ₹17316"
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.3kg,31435,"Asus , Notebook, 8GB RAM, 128GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.3kg, Price ₹31435"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg,95850,"Asus , Gaming, 16GB RAM, 512GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 1060,2.73kg, Price ₹95850"
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,163723,"Dell , Gaming, 32GB RAM, 512GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,4.42kg, Price ₹163723"
HP,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63kg,48484,"HP , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 930MX,2.63kg, Price ₹48484"
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,38041,"Dell , Notebook, 8GB RAM, 128GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.18kg, Price ₹38041"
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 7,1.54kg,99633,"HP , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.54kg, Price ₹99633"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg,39373,"Dell , Notebook, 4GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, AMD Radeon R5 M420,2.18kg, Price ₹39373"
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4kg,32767,"HP , 2 in 1 Convertible, 4GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.4kg, Price ₹32767"
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,512GB SSD,Nvidia GeForce 940M,Windows 10,1.45kg,54665,"Asus , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i5 6200U 2.3GHz, Nvidia GeForce 940M,1.45kg, Price ₹54665"
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,121318,"HP , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.28kg, Price ₹121318"
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.54kg,78215,"HP , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.54kg, Price ₹78215"
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,No OS,1.86kg,15930,"HP , Notebook, 4GB RAM, 128GB SSD, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.86kg, Price ₹15930"
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1kg,101178,"Asus , Gaming, 16GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,2.1kg, Price ₹101178"
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,Linux,2.83kg,46087,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 7500U 2.7GHz, AMD Radeon R7 M445,2.83kg, Price ₹46087"
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.96kg,101391,"Lenovo , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GT 940MX,1.96kg, Price ₹101391"
Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GTX 930MX,Windows 10,2.3kg,41931,"Asus , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce GTX 930MX,2.3kg, Price ₹41931"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,50349,"Dell , Notebook, 8GB RAM, 128GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.9kg, Price ₹50349"
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2kg,23922,"Asus , Notebook, 4GB RAM, 1TB HDD, Intel Pentium Quad Core N4200 1.1GHz, Intel HD Graphics 505,2kg, Price ₹23922"
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,136343,"HP , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i7 7600U 2.8GHz, Intel HD Graphics 620,1.28kg, Price ₹136343"
Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.62kg,34578,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.62kg, Price ₹34578"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,2.2kg,24988,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2.0GHz, Intel HD Graphics 520,2.2kg, Price ₹24988"
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,45323,"Lenovo , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.3kg, Price ₹45323"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,AMD Radeon R7 M465,Windows 10,1.84kg,71874,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7300U 2.6GHz, AMD Radeon R7 M465,1.84kg, Price ₹71874"
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,68464,"Toshiba , Notebook, 4GB RAM, 128GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.05kg, Price ₹68464"
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,No OS,2.5kg,54185,"Lenovo , Gaming, 8GB RAM, 1TB HDD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,2.5kg, Price ₹54185"
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.29kg,119347,"Dell , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 7660U 2.5GHz, Intel Iris Plus Graphics 640,1.29kg, Price ₹119347"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.07kg,48484,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.07kg, Price ₹48484"
Toshiba,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,58341,"Toshiba , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.2kg, Price ₹58341"
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.37kg,103896,"Lenovo , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.37kg, Price ₹103896"
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.56kg,48058,"Acer , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.56kg, Price ₹48058"
Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia Quadro M620,Windows 10,2.23kg,94731,"Dell , Workstation, 8GB RAM, 1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia Quadro M620,2.23kg, Price ₹94731"
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.38kg,56210,"Lenovo , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.38kg, Price ₹56210"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,No OS,2.2kg,25521,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2GHz, AMD Radeon R5 M430,2.2kg, Price ₹25521"
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,73952,"Toshiba , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,2.0kg, Price ₹73952"
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,180GB SSD,Intel HD Graphics 620,Windows 10,1.44kg,39160,"Lenovo , Notebook, 4GB RAM, 180GB SSD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,1.44kg, Price ₹39160"
Samsung,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,98514,"Samsung , Ultrabook, 16GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce 940MX,1.23kg, Price ₹98514"
Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,90043,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7600U 2.8GHz, Intel HD Graphics 620,1.6kg, Price ₹90043"
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Linux,2kg,21258,"Asus , Notebook, 4GB RAM, 1TB HDD, Intel Pentium Quad Core N4200 1.1GHz, Intel HD Graphics 505,2kg, Price ₹21258"
Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.28kg,49816,"Xiaomi , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Nvidia GeForce 940MX,1.28kg, Price ₹49816"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.18kg,48618,"Dell , Notebook, 4GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 940MX,2.18kg, Price ₹48618"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,44701,"HP , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.04kg, Price ₹44701"
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,90576,"HP , 2 in 1 Convertible, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.28kg, Price ₹90576"
HP,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.3kg,36486,"HP , 2 in 1 Convertible, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.3kg, Price ₹36486"
Asus,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.65kg,18541,"Asus , Notebook, 4GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.65kg, Price ₹18541"
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.2kg,35644,"Lenovo , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 6500U 2.5GHz, Nvidia GeForce 940MX,2.2kg, Price ₹35644"
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Windows 10,2.2kg,19660,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Pentium Quad Core N3710 1.6GHz, Intel HD Graphics,2.2kg, Price ₹19660"
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg,95850,"HP , 2 in 1 Convertible, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.28kg, Price ₹95850"
